payer_id,first_name,last_name,date_of_birth,age,address,city,province,employment_status,annual_income_cad,marital_status
198,Melissa,Murphy,2006-04-16,20,"7312 Mill St, Laval, Quebec P1M 2E7",Laval,Quebec,Full-time,73055,Single
199,Deborah,King,2002-10-12,24,"4965 Church St, Ottawa, Ontario K1P 6I9",Ottawa,Ontario,Full-time,48348,Single
200,Edward,Lewis,1996-02-04,30,"967 Elm St, Winnipeg, Manitoba N1A 7R4",Winnipeg,Manitoba,Part-time,23698,Single
201,Lauren,Nguyen,2002-11-12,24,"2104 Madison Ave, Quebec City, Quebec P5V 1Q3",Quebec City,Quebec,Full-time,72266,Single
202,Emily,Nguyen,1999-06-04,27,"4001 Washington Ave, Winnipeg, Manitoba O0S 5H8",Winnipeg,Manitoba,Unemployed,0,Common-law
203,Anthony,Sanchez,1987-09-26,39,"2496 Main St, Hamilton, Ontario V1M 1X1",Hamilton,Ontario,Part-time,18155,Widowed
204,Kelly,Johnson,1990-06-17,36,"4554 Park Ave, Quebec City, Quebec C5T 5M0",Quebec City,Quebec,Part-time,15501,Common-law
205,Samuel,Hill,1987-02-18,39,"7081 King St, Lethbridge, Alberta M9C 7G1",Lethbridge,Alberta,Full-time,44440,Married
206,Eric,Ramirez,1990-03-15,36,"8264 Queen St, Montreal, Quebec E2A 7I0",Montreal,Quebec,Full-time,71086,Single
207,Jessica,Jones,2001-09-25,25,"584 High St, Lethbridge, Alberta Y5I 0Z1",Lethbridge,Alberta,Part-time,24689,Single
208,Steven,Williams,1987-04-08,39,"4688 Mill St, Laval, Quebec Y2R 8X5",Laval,Quebec,Full-time,62686,Divorced
209,Michelle,Gomez,2006-01-31,20,"717 Wilson Ave, Surrey, British Columbia K8S 8P4",Surrey,British Columbia,Unemployed,0,Divorced
210,Steven,Lewis,2000-08-21,26,"7088 Maple Ave, Mississauga, Ontario S0E 9F2",Mississauga,Ontario,Full-time,51362,Divorced
211,Betty,Bailey,1986-04-23,40,"8979 Johnson St, Montreal, Quebec C6C 9U2",Montreal,Quebec,Unemployed,0,Single
212,Ruth,Hernandez,1995-02-13,31,"3429 High St, Toronto, Ontario X5T 8Y0",Toronto,Ontario,Unemployed,0,Widowed
213,Kelly,Collins,1986-03-24,40,"8767 Franklin St, Hamilton, Ontario V8G 9Z1",Hamilton,Ontario,Full-time,58536,Married
214,Sandra,Torres,1987-11-16,39,"2220 Queen St, Montreal, Quebec H8Y 2T3",Montreal,Quebec,Unemployed,0,Married
215,Nancy,Thomas,2008-01-17,18,"2349 School St, London, Ontario L9S 4Y6",London,Ontario,Full-time,52974,Divorced
216,Lisa,Smith,1988-10-03,38,"9235 Second Ave, Burnaby, British Columbia J3G 1B0",Burnaby,British Columbia,Full-time,70374,Married
217,Frank,King,2003-05-28,23,"5994 Spring St, Vancouver, British Columbia D2Q 1P9",Vancouver,British Columbia,Part-time,20408,Common-law
218,Gregory,Jones,1991-08-08,35,"6649 Madison Ave, Brampton, Ontario L0A 7R6",Brampton,Ontario,Part-time,18666,Widowed
219,Timothy,Peterson,2006-09-29,20,"9362 Clinton St, Burnaby, British Columbia D7P 9L9",Burnaby,British Columbia,Full-time,73132,Married
220,Scott,Rogers,2003-01-25,23,"1557 Water St, Laval, Quebec X4P 1C6",Laval,Quebec,Unemployed,0,Single
221,Thomas,Cook,1990-02-11,36,"4098 School St, Red Deer, Alberta C3O 9J1",Red Deer,Alberta,Unemployed,0,Married
222,Kevin,Lee,1993-03-22,33,"2935 Adams St, Mississauga, Ontario O3V 4V7",Mississauga,Ontario,Unemployed,0,Married
223,Daniel,King,1995-02-21,31,"9590 Madison Ave, Quebec City, Quebec P8Y 9I3",Quebec City,Quebec,Part-time,16822,Common-law
224,Sharon,Robinson,2001-01-26,25,"3691 Smith St, Quebec City, Quebec F8K 2V1",Quebec City,Quebec,Part-time,22698,Widowed
225,Joshua,Lee,2000-02-13,26,"1403 Church St, Hamilton, Ontario N4M 6E0",Hamilton,Ontario,Full-time,53210,Widowed
226,Joshua,Garcia,2004-03-17,22,"1391 Jefferson St, Red Deer, Alberta E3E 4S6",Red Deer,Alberta,Part-time,19216,Widowed
227,Barbara,Miller,1987-12-04,39,"7897 School St, Laval, Quebec W8E 8B6",Laval,Quebec,Unemployed,0,Single
228,Justin,Rogers,2005-03-15,21,"8531 Johnson St, Calgary, Alberta N4K 5G3",Calgary,Alberta,Part-time,23724,Married
229,Nicholas,Johnson,1983-12-13,43,"674 Oak St, Brampton, Ontario V1A 0N1",Brampton,Ontario,Part-time,17587,Divorced
230,Kelly,Mitchell,1993-08-13,33,"2717 Franklin St, Quebec City, Quebec D4G 3F5",Quebec City,Quebec,Full-time,55305,Single
231,Andrew,Allen,2002-01-02,24,"8939 Spring St, Quebec City, Quebec W0H 1V8",Quebec City,Quebec,Unemployed,0,Single
232,Nicholas,Clark,1999-06-15,27,"8428 Main St, Quebec City, Quebec N5J 1V2",Quebec City,Quebec,Full-time,43881,Married
233,Joshua,Smith,2008-10-20,18,"5587 Pine St, Edmonton, Alberta J4X 9I4",Edmonton,Alberta,Full-time,43896,Single
234,Alexander,Young,1983-04-07,43,"8433 Pine St, Lethbridge, Alberta T5F 4U7",Lethbridge,Alberta,Part-time,24869,Common-law
235,Jennifer,Hall,1994-02-27,32,"1982 Second Ave, Victoria, British Columbia P2L 9X7",Victoria,British Columbia,Unemployed,0,Married
236,Elizabeth,Hill,2004-06-08,22,"4969 Franklin St, Lethbridge, Alberta F7W 9X7",Lethbridge,Alberta,Unemployed,0,Common-law
237,Frances,Miller,1997-08-25,29,"7913 Smith St, Victoria, British Columbia K3I 8H6",Victoria,British Columbia,Full-time,42665,Common-law
238,Larry,Baker,1995-06-20,31,"2221 Franklin St, Lethbridge, Alberta X2W 2N9",Lethbridge,Alberta,Part-time,22824,Married
239,Daniel,Sanchez,1996-08-16,30,"7745 Clinton St, Ottawa, Ontario Y2U 6Z2",Ottawa,Ontario,Full-time,44409,Single
240,Matthew,Reyes,1985-02-04,41,"669 Main St, Ottawa, Ontario H3K 8R6",Ottawa,Ontario,Unemployed,0,Divorced
241,Sharon,Mitchell,2008-09-05,18,"679 Franklin St, Calgary, Alberta L5Z 1T6",Calgary,Alberta,Full-time,60424,Divorced
242,Matthew,Young,1987-09-15,39,"8436 Lincoln Ave, Edmonton, Alberta P1V 8B8",Edmonton,Alberta,Full-time,54173,Single
243,Robert,Nguyen,1991-08-09,35,"9017 Jefferson St, Mississauga, Ontario C9O 1H0",Mississauga,Ontario,Full-time,64006,Married
244,Carol,Scott,2005-06-30,21,"9710 Jefferson St, Quebec City, Quebec I1D 6A6",Quebec City,Quebec,Full-time,43152,Common-law
245,Jessica,Nguyen,1991-04-14,35,"3055 Second Ave, London, Ontario G6L 7U1",London,Ontario,Full-time,49640,Single
246,Deborah,Phillips,1985-03-23,41,"4520 Spring St, Burnaby, British Columbia O3E 8O5",Burnaby,British Columbia,Part-time,17461,Widowed
247,Nicole,Young,1985-11-16,41,"6767 High St, Victoria, British Columbia S6T 1J8",Victoria,British Columbia,Unemployed,0,Divorced
248,Ashley,Young,1982-01-11,44,"333 Park Ave, London, Ontario H1W 5D5",London,Ontario,Part-time,24855,Married
249,John,Garcia,1992-12-19,34,"5841 Mill St, Hamilton, Ontario D9U 3A0",Hamilton,Ontario,Part-time,20923,Single
250,Melissa,Parker,1991-06-25,35,"2451 Water St, Quebec City, Quebec N4E 3S7",Quebec City,Quebec,Full-time,41242,Widowed
251,Ruth,Johnson,1985-08-21,41,"5001 Church St, Surrey, British Columbia D5L 2W7",Surrey,British Columbia,Part-time,19881,Divorced
252,Benjamin,Taylor,1985-11-29,41,"9274 Smith St, Edmonton, Alberta E3D 8R0",Edmonton,Alberta,Unemployed,0,Divorced
253,Jason,Thomas,1993-09-15,33,"3995 Mill St, Brandon, Manitoba Z3H 7V8",Brandon,Manitoba,Full-time,67034,Married
254,Donna,Scott,2001-04-15,25,"6897 Church St, Vancouver, British Columbia E7J 7V1",Vancouver,British Columbia,Part-time,20131,Divorced
255,Paul,Sanchez,1982-01-17,44,"4418 Mill St, Edmonton, Alberta Y5N 5X3",Edmonton,Alberta,Unemployed,0,Common-law
256,Justin,Harris,1985-01-31,41,"9141 Church St, Laval, Quebec Y3I 4X7",Laval,Quebec,Full-time,41329,Divorced
257,Michael,Edwards,1995-01-16,31,"6874 Smith St, Edmonton, Alberta R3C 2B2",Edmonton,Alberta,Unemployed,0,Married
258,Stephanie,Campbell,2007-04-17,19,"3261 Oak St, Winnipeg, Manitoba N8D 9G2",Winnipeg,Manitoba,Part-time,23309,Widowed
259,Stephen,Ramirez,2000-02-27,26,"8937 Pine St, Surrey, British Columbia B2Z 5U7",Surrey,British Columbia,Part-time,17623,Common-law
260,Jeffrey,Roberts,1990-09-29,36,"654 Washington Ave, Vancouver, British Columbia I0Y 3K7",Vancouver,British Columbia,Full-time,61603,Married
261,Gregory,Phillips,1996-11-25,30,"8319 Water St, Laval, Quebec K3K 8N6",Laval,Quebec,Unemployed,0,Single
262,Mark,Bailey,1999-11-12,27,"4445 High St, Brandon, Manitoba K4V 7B3",Brandon,Manitoba,Part-time,24125,Married
263,William,Wright,1994-07-18,32,"1956 Lincoln Ave, Hamilton, Ontario K1N 6C5",Hamilton,Ontario,Full-time,56870,Divorced
264,William,Morgan,1999-02-23,27,"3429 Franklin St, Ottawa, Ontario V4H 3F5",Ottawa,Ontario,Part-time,20978,Single
265,Helen,Hall,2006-11-24,20,"4135 Maple Ave, Montreal, Quebec M5Q 1B3",Montreal,Quebec,Full-time,74069,Married
266,Timothy,Anderson,2003-12-15,23,"2611 Jefferson St, Winnipeg, Manitoba A0V 4V9",Winnipeg,Manitoba,Unemployed,0,Widowed
267,Catherine,Young,1999-10-31,27,"742 Franklin St, Surrey, British Columbia C2C 4I5",Surrey,British Columbia,Unemployed,0,Widowed
268,Elizabeth,Nelson,2008-07-26,18,"8743 Washington Ave, Quebec City, Quebec V0K 7O7",Quebec City,Quebec,Part-time,19401,Married
269,Mary,Robinson,2007-04-04,19,"9965 Water St, Brampton, Ontario H6M 3O6",Brampton,Ontario,Full-time,68635,Single
270,Linda,Mitchell,2003-03-15,23,"8032 Church St, Brandon, Manitoba Q0N 9K0",Brandon,Manitoba,Unemployed,0,Single
271,Alexander,Miller,1988-08-25,38,"8830 Madison Ave, Surrey, British Columbia R4A 9P0",Surrey,British Columbia,Unemployed,0,Single
272,Stephanie,Cruz,1988-02-15,38,"5219 Main St, Mississauga, Ontario V5Q 2P0",Mississauga,Ontario,Unemployed,0,Divorced
273,Barbara,Green,1984-09-29,42,"9243 Jefferson St, Steinbach, Manitoba J8U 4D3",Steinbach,Manitoba,Unemployed,0,Divorced
274,Kevin,Mitchell,2007-10-13,19,"333 Smith St, Brampton, Ontario S1O 6D5",Brampton,Ontario,Unemployed,0,Divorced
275,Edward,Gonzalez,1996-07-25,30,"4409 Jefferson St, Calgary, Alberta O6J 7P9",Calgary,Alberta,Full-time,66104,Common-law
276,Emily,Rogers,1991-02-12,35,"2627 Queen St, Surrey, British Columbia R3O 3C5",Surrey,British Columbia,Part-time,19779,Widowed
277,Matthew,Harris,2003-02-23,23,"5138 Johnson St, Lethbridge, Alberta S2F 9J1",Lethbridge,Alberta,Unemployed,0,Common-law
278,Susan,Allen,2001-08-26,25,"9611 Elm St, Lethbridge, Alberta Y0F 4R5",Lethbridge,Alberta,Full-time,60488,Widowed
279,Donna,Collins,2005-06-22,21,"4114 First Ave, Burnaby, British Columbia Z0I 3L5",Burnaby,British Columbia,Full-time,61163,Married
280,Lauren,Baker,2006-09-28,20,"6106 Spring St, Montreal, Quebec Y6Z 1N1",Montreal,Quebec,Full-time,46585,Common-law
281,Kenneth,Thomas,1993-11-22,33,"3085 Park Ave, Vancouver, British Columbia K5L 9L5",Vancouver,British Columbia,Part-time,15769,Common-law
282,Joseph,Mitchell,2001-01-09,25,"8877 Cedar Ave, Brampton, Ontario T6Y 0R0",Brampton,Ontario,Unemployed,0,Widowed
283,Christina,Adams,1994-12-24,32,"3913 Johnson St, Burnaby, British Columbia O5G 2X2",Burnaby,British Columbia,Unemployed,0,Divorced
284,Jacob,Johnson,2006-03-21,20,"7712 Spring St, Winnipeg, Manitoba B6T 1S0",Winnipeg,Manitoba,Full-time,48751,Common-law
285,Lauren,White,1996-04-14,30,"1942 Lincoln Ave, Ottawa, Ontario I4C 4O4",Ottawa,Ontario,Full-time,40949,Married
286,Betty,Anderson,1987-04-23,39,"6918 Maple Ave, Burnaby, British Columbia I8X 7A5",Burnaby,British Columbia,Part-time,24477,Widowed
287,Kenneth,Hall,1999-05-17,27,"8229 Maple Ave, Vancouver, British Columbia Z3G 9R0",Vancouver,British Columbia,Full-time,58571,Married
288,Rebecca,Thompson,1992-05-04,34,"5859 Jackson St, Edmonton, Alberta H5X 8Y9",Edmonton,Alberta,Full-time,43774,Single
289,Nicholas,Nelson,1990-03-28,36,"6212 Park Ave, Ottawa, Ontario B9Z 7B0",Ottawa,Ontario,Full-time,58643,Single
290,Sharon,Evans,1984-04-11,42,"3618 Jackson St, Surrey, British Columbia Y3S 0C0",Surrey,British Columbia,Part-time,20781,Widowed
291,Jessica,Harris,1983-10-27,43,"8644 Madison Ave, Vancouver, British Columbia I6N 8L6",Vancouver,British Columbia,Full-time,68486,Married
292,Helen,Roberts,2006-05-24,20,"409 Pine St, Brandon, Manitoba X7D 8L1",Brandon,Manitoba,Unemployed,0,Single
293,Gary,Gutierrez,1984-11-26,42,"3953 Pine St, Red Deer, Alberta Q2L 9S7",Red Deer,Alberta,Part-time,16150,Common-law
294,Melissa,Brown,1992-11-14,34,"3263 First Ave, Toronto, Ontario K4M 6N0",Toronto,Ontario,Full-time,58474,Single
295,Sarah,Bailey,2004-06-22,22,"6297 Jackson St, Victoria, British Columbia M2R 4Y3",Victoria,British Columbia,Part-time,15040,Common-law
296,Amy,Davis,2008-03-04,18,"8490 High St, Red Deer, Alberta D5H 0O8",Red Deer,Alberta,Part-time,17107,Single
297,Daniel,Rivera,1990-01-10,36,"8828 Oak St, Lethbridge, Alberta P9E 0X1",Lethbridge,Alberta,Unemployed,0,Divorced
298,Jeffrey,Ramirez,1990-09-29,36,"3335 High St, Edmonton, Alberta W5P 8U8",Edmonton,Alberta,Full-time,59361,Married
299,Andrew,Mitchell,1988-07-29,38,"9753 Church St, Winnipeg, Manitoba R1L 2H5",Winnipeg,Manitoba,Unemployed,0,Widowed
300,Anthony,Garcia,2006-10-21,20,"8163 Church St, Montreal, Quebec Q4H 6G1",Montreal,Quebec,Unemployed,0,Divorced
301,Mary,Thompson,1988-09-01,38,"9923 Spring St, Surrey, British Columbia V3I 2D2",Surrey,British Columbia,Part-time,21170,Common-law
302,Donna,Phillips,1985-11-03,41,"5237 Oak St, Laval, Quebec I0G 7R1",Laval,Quebec,Full-time,70489,Widowed
303,Richard,Hall,1982-08-16,44,"2495 Jackson St, Calgary, Alberta B7E 7G7",Calgary,Alberta,Unemployed,0,Common-law
304,Christopher,Brown,1982-02-04,44,"7089 Maple Ave, London, Ontario K1U 1A8",London,Ontario,Part-time,23562,Single
305,Richard,Nelson,2001-11-02,25,"5570 Spring St, Edmonton, Alberta L7H 6X6",Edmonton,Alberta,Full-time,53976,Married
306,Justin,Baker,1982-12-29,44,"8479 Park Ave, Vancouver, British Columbia Z1S 8K1",Vancouver,British Columbia,Full-time,50268,Single
307,Donald,Miller,2005-03-30,21,"872 Lincoln Ave, Red Deer, Alberta F0E 7Y6",Red Deer,Alberta,Full-time,43054,Married
308,Jessica,Carter,1989-05-27,37,"3738 Lincoln Ave, Ottawa, Ontario W2P 4A7",Ottawa,Ontario,Full-time,72075,Divorced
309,Anthony,Collins,1996-02-05,30,"9942 Maple Ave, Lethbridge, Alberta H7X 1U2",Lethbridge,Alberta,Unemployed,0,Divorced
310,Deborah,Sanchez,2000-12-08,26,"3933 Clinton St, Calgary, Alberta Z8W 8C4",Calgary,Alberta,Full-time,44939,Married
311,Jacob,Walker,1987-12-12,39,"3176 Cedar Ave, Burnaby, British Columbia A6P 7L1",Burnaby,British Columbia,Part-time,16220,Divorced
312,Raymond,Scott,1991-07-20,35,"9897 Water St, Winnipeg, Manitoba C8L 4V3",Winnipeg,Manitoba,Part-time,23008,Common-law
313,Lisa,Hall,2000-04-23,26,"4359 Second Ave, Montreal, Quebec T7U 3U4",Montreal,Quebec,Part-time,21169,Common-law
314,Joseph,Cooper,1982-10-08,44,"9936 Wilson Ave, Victoria, British Columbia Q5I 5A1",Victoria,British Columbia,Full-time,57102,Married
315,Jonathan,Young,1983-02-14,43,"1565 Mill St, Surrey, British Columbia T1K 4K8",Surrey,British Columbia,Unemployed,0,Single
316,Edward,Johnson,1995-09-19,31,"4375 Park Ave, Edmonton, Alberta R4K 2P5",Edmonton,Alberta,Unemployed,0,Widowed
317,Nancy,Jackson,1996-07-31,30,"4741 Second Ave, Calgary, Alberta B3Z 8O3",Calgary,Alberta,Full-time,58766,Married
318,Jennifer,Jones,2005-05-10,21,"4918 Jackson St, Burnaby, British Columbia S5U 1K6",Burnaby,British Columbia,Part-time,20953,Common-law
319,Kenneth,Martin,2006-10-20,20,"715 Clinton St, London, Ontario X2M 0N4",London,Ontario,Full-time,74155,Divorced
320,Laura,Mitchell,2000-12-20,26,"4537 Maple Ave, Mississauga, Ontario F8I 5N3",Mississauga,Ontario,Full-time,66363,Widowed
321,Michael,Taylor,1983-02-19,43,"9609 Water St, Vancouver, British Columbia S7D 7I7",Vancouver,British Columbia,Unemployed,0,Married
322,Linda,Allen,1990-07-20,36,"4271 King St, Ottawa, Ontario F6I 2I1",Ottawa,Ontario,Full-time,43858,Common-law
323,Melissa,Johnson,1989-08-01,37,"2650 Spring St, Burnaby, British Columbia V0U 9Z7",Burnaby,British Columbia,Unemployed,0,Married
324,Catherine,Moore,1986-09-02,40,"6373 Madison Ave, Laval, Quebec E6U 8Z2",Laval,Quebec,Part-time,23779,Common-law
325,Matthew,Ramirez,1995-04-20,31,"9061 Spring St, London, Ontario U4E 6F7",London,Ontario,Part-time,22424,Divorced
326,Joseph,Collins,1987-04-21,39,"6506 Oak St, Winnipeg, Manitoba M9P 5J6",Winnipeg,Manitoba,Full-time,55866,Single
327,Sandra,Moore,1994-08-04,32,"7619 Queen St, Burnaby, British Columbia E8L 1I8",Burnaby,British Columbia,Full-time,72162,Married
328,Laura,Ortiz,1982-10-09,44,"7565 Madison Ave, Laval, Quebec E8T 6L9",Laval,Quebec,Part-time,23358,Common-law
329,Brandon,Rivera,1985-08-06,41,"7294 Johnson St, Ottawa, Ontario D3C 4Q4",Ottawa,Ontario,Unemployed,0,Common-law
330,Carol,Allen,2007-08-16,19,"965 Franklin St, Edmonton, Alberta T7S 6X0",Edmonton,Alberta,Unemployed,0,Married
331,David,Harris,2004-05-09,22,"7090 Washington Ave, Vancouver, British Columbia B2P 2L2",Vancouver,British Columbia,Full-time,52871,Married
332,Betty,Wright,1999-03-17,27,"7180 Wilson Ave, Steinbach, Manitoba N4J 7K2",Steinbach,Manitoba,Full-time,66018,Common-law
333,Eric,Morris,1982-01-16,44,"598 Park Ave, Edmonton, Alberta Z0Y 7P1",Edmonton,Alberta,Unemployed,0,Widowed
334,Frances,Sanchez,1997-06-18,29,"2380 Adams St, Quebec City, Quebec A1X 4N2",Quebec City,Quebec,Unemployed,0,Single
335,Karen,Lee,1994-08-20,32,"5489 Jefferson St, Calgary, Alberta P6U 9V3",Calgary,Alberta,Part-time,23749,Common-law
336,Ruth,Lopez,1997-01-22,29,"2956 Johnson St, London, Ontario J7B 1W3",London,Ontario,Full-time,45519,Single
337,Matthew,Morales,1987-08-31,39,"1924 Second Ave, Winnipeg, Manitoba V0G 6V8",Winnipeg,Manitoba,Full-time,46174,Single
338,Carol,Parker,1991-04-03,35,"9791 Pine St, Toronto, Ontario L4A 9M3",Toronto,Ontario,Full-time,73257,Married
339,Ryan,Rivera,2008-01-12,18,"4891 Clinton St, Edmonton, Alberta E4L 5B2",Edmonton,Alberta,Full-time,61748,Widowed
340,James,Reyes,2008-05-24,18,"3340 Madison Ave, Burnaby, British Columbia J0U 8F5",Burnaby,British Columbia,Full-time,69114,Married
341,Betty,Martin,1982-07-10,44,"7793 School St, Brandon, Manitoba F4Y 6S2",Brandon,Manitoba,Full-time,61357,Divorced
342,Paul,Davis,1985-03-31,41,"8957 Smith St, Mississauga, Ontario R4W 7C7",Mississauga,Ontario,Unemployed,0,Married
343,Eric,Davis,2002-09-19,24,"4406 Water St, Ottawa, Ontario U0C 6Y9",Ottawa,Ontario,Part-time,21213,Divorced
344,Matthew,Jackson,2002-07-30,24,"8882 Clinton St, Quebec City, Quebec U4A 9S2",Quebec City,Quebec,Part-time,23703,Divorced
345,Joseph,Walker,2002-09-29,24,"7007 Second Ave, Mississauga, Ontario U7R 6L8",Mississauga,Ontario,Part-time,21107,Widowed
346,Sharon,Adams,1992-11-22,34,"4793 Madison Ave, Vancouver, British Columbia V0E 1E1",Vancouver,British Columbia,Part-time,15657,Divorced
347,Sharon,Campbell,1990-09-10,36,"7149 Washington Ave, Toronto, Ontario F0S 2N9",Toronto,Ontario,Unemployed,0,Divorced
348,Jennifer,Adams,1986-06-01,40,"7225 Jefferson St, Surrey, British Columbia G8N 4P3",Surrey,British Columbia,Part-time,19167,Married
349,Robert,Sanchez,2005-01-07,21,"3753 Second Ave, Montreal, Quebec A1D 8G3",Montreal,Quebec,Unemployed,0,Married
350,Betty,Baker,2006-01-29,20,"7106 Park Ave, London, Ontario N0H 6T3",London,Ontario,Part-time,21020,Single
351,Sharon,Wright,1991-05-07,35,"9010 Lincoln Ave, Edmonton, Alberta Z3I 6Y9",Edmonton,Alberta,Part-time,20384,Single
352,Alexander,Gutierrez,1999-04-27,27,"2234 Clinton St, Burnaby, British Columbia D2A 3M1",Burnaby,British Columbia,Part-time,15774,Married
353,Christopher,Bailey,1988-03-15,38,"6240 Spring St, Surrey, British Columbia Z7W 3M5",Surrey,British Columbia,Part-time,17306,Common-law
354,Laura,Cook,2008-11-08,18,"6431 Jackson St, Calgary, Alberta P6W 8B4",Calgary,Alberta,Unemployed,0,Single
355,Donald,Thomas,1996-03-27,30,"5128 Park Ave, Hamilton, Ontario H7I 6V7",Hamilton,Ontario,Unemployed,0,Single
356,Paul,Jones,2005-08-03,21,"3201 Clinton St, Mississauga, Ontario Z9D 5A5",Mississauga,Ontario,Full-time,41015,Divorced
357,Brandon,Davis,2003-01-05,23,"9708 High St, Surrey, British Columbia Z9I 6K7",Surrey,British Columbia,Full-time,64573,Divorced
358,Deborah,Smith,1988-12-25,38,"3342 Franklin St, Montreal, Quebec J6J 2G1",Montreal,Quebec,Full-time,43370,Widowed
359,Donald,Carter,1989-09-27,37,"6065 High St, Montreal, Quebec P4G 4L7",Montreal,Quebec,Unemployed,0,Common-law
360,Richard,Smith,1999-12-11,27,"9524 Second Ave, Surrey, British Columbia S4O 3W4",Surrey,British Columbia,Unemployed,0,Single
361,Elizabeth,Hill,1991-10-28,35,"8012 Jackson St, Laval, Quebec V3X 9D3",Laval,Quebec,Unemployed,0,Married
362,Lisa,Reyes,1996-08-05,30,"3206 Jefferson St, Quebec City, Quebec N0K 7Z5",Quebec City,Quebec,Unemployed,0,Divorced
363,Ronald,King,1998-02-26,28,"350 Adams St, Red Deer, Alberta H5P 3G3",Red Deer,Alberta,Part-time,20059,Single
364,Rachel,Thompson,1983-06-11,43,"6323 Jefferson St, Laval, Quebec V4J 2H4",Laval,Quebec,Unemployed,0,Widowed
365,Kevin,Smith,2001-01-18,25,"3927 Johnson St, Toronto, Ontario K8I 9Y6",Toronto,Ontario,Full-time,58339,Widowed
366,George,Cruz,1994-10-07,32,"8864 Elm St, Calgary, Alberta I7A 9G6",Calgary,Alberta,Part-time,23860,Widowed
367,Steven,Edwards,2001-10-04,25,"8332 King St, Calgary, Alberta K9C 1W9",Calgary,Alberta,Part-time,15776,Widowed
368,Sarah,Johnson,1992-03-08,34,"3062 School St, Burnaby, British Columbia C7V 3X1",Burnaby,British Columbia,Part-time,20005,Common-law
369,Sandra,Hall,1998-10-16,28,"523 Mill St, London, Ontario R8G 3X7",London,Ontario,Full-time,60960,Widowed
370,Jonathan,Martin,1984-03-16,42,"9428 Franklin St, Vancouver, British Columbia B3Y 6B5",Vancouver,British Columbia,Part-time,23036,Common-law
371,Paul,Peterson,1991-09-18,35,"2230 Jackson St, Winnipeg, Manitoba L7M 3Z9",Winnipeg,Manitoba,Part-time,22526,Divorced
372,Nancy,Hernandez,1988-01-02,38,"5076 Elm St, Burnaby, British Columbia M2U 5J2",Burnaby,British Columbia,Full-time,48619,Widowed
373,Donald,Edwards,1991-10-30,35,"2619 Water St, Laval, Quebec E9S 5P0",Laval,Quebec,Part-time,22459,Divorced
374,Anthony,Stewart,1985-03-22,41,"5057 Main St, Surrey, British Columbia H7T 8N5",Surrey,British Columbia,Unemployed,0,Married
375,Mark,Miller,1998-01-04,28,"9378 Clinton St, Red Deer, Alberta X4U 2O6",Red Deer,Alberta,Unemployed,0,Common-law
376,Betty,Edwards,1998-01-11,28,"8592 High St, Hamilton, Ontario G3P 9J0",Hamilton,Ontario,Unemployed,0,Divorced
377,Ronald,Carter,2000-02-06,26,"7780 Jefferson St, Steinbach, Manitoba Z8O 9Q1",Steinbach,Manitoba,Unemployed,0,Divorced
378,Christina,Ortiz,1992-04-18,34,"2901 Cedar Ave, Mississauga, Ontario B0N 1H8",Mississauga,Ontario,Unemployed,0,Common-law
379,Patricia,Cooper,2003-08-05,23,"7968 Jackson St, Surrey, British Columbia G2C 8A5",Surrey,British Columbia,Full-time,48629,Single
380,Nancy,Walker,1992-03-29,34,"5204 Washington Ave, London, Ontario O5N 0Y5",London,Ontario,Full-time,45512,Divorced
381,Kenneth,Clark,2006-08-14,20,"4853 Smith St, Lethbridge, Alberta Q4O 0H8",Lethbridge,Alberta,Full-time,52168,Single
382,Brian,Johnson,1998-11-19,28,"2880 Madison Ave, Edmonton, Alberta G0G 3P7",Edmonton,Alberta,Part-time,21552,Single
383,Gary,Rogers,1992-02-16,34,"4539 Washington Ave, Hamilton, Ontario I4C 3L1",Hamilton,Ontario,Unemployed,0,Divorced
384,John,Baker,1991-06-24,35,"5621 Park Ave, London, Ontario K0H 0L3",London,Ontario,Full-time,70157,Widowed
385,John,Torres,1996-10-03,30,"8939 Smith St, Ottawa, Ontario W8R 7A1",Ottawa,Ontario,Part-time,22053,Divorced
386,Gary,Thompson,1994-08-12,32,"6743 Jackson St, Ottawa, Ontario W7S 8R4",Ottawa,Ontario,Unemployed,0,Divorced
387,Sharon,Brown,1986-10-16,40,"8468 High St, Red Deer, Alberta C7W 3U5",Red Deer,Alberta,Unemployed,0,Single
388,Raymond,Ortiz,2001-07-18,25,"8104 Maple Ave, Edmonton, Alberta B4S 7X9",Edmonton,Alberta,Part-time,23404,Single
389,Eric,Bailey,1994-07-04,32,"5370 School St, Laval, Quebec F7M 6U0",Laval,Quebec,Unemployed,0,Widowed
390,Rachel,Peterson,1987-06-19,39,"7568 Adams St, Vancouver, British Columbia I7T 3I8",Vancouver,British Columbia,Unemployed,0,Widowed
391,Thomas,Wilson,1992-03-19,34,"7463 Cedar Ave, Vancouver, British Columbia D5P 9Z4",Vancouver,British Columbia,Part-time,23267,Single
392,Ruth,White,2008-03-02,18,"5368 Oak St, Mississauga, Ontario V6L 9H0",Mississauga,Ontario,Part-time,15287,Widowed
393,Ashley,Walker,1984-01-20,42,"6067 Water St, Laval, Quebec R3E 9V7",Laval,Quebec,Full-time,55881,Widowed
394,Jessica,Clark,1983-01-30,43,"5623 Madison Ave, Edmonton, Alberta C3T 7U8",Edmonton,Alberta,Unemployed,0,Single
